company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_dt,actual_dep_dt,delay_min,turn_gap_min,difficulty_score,difficulty_classification,daily_rank
UA,2385,2025-08-05,ORD,MSO,2025-08-05T08:50:00Z,2025-08-05T11:38:00Z,2025-08-05T08:46:00Z,2025-08-05T11:35:00Z,166,B737-800,Mainline,71,75,51,2025-08-05 08:50:00+00:00,2025-08-05 08:46:00+00:00,-4.0,20,53.965792902020546,Medium,108
OO,5429,2025-08-05,ORD,TYS,2025-08-05T14:08:00Z,2025-08-05T17:05:00Z,2025-08-05T14:05:00Z,2025-08-05T17:00:00Z,70,ERJ-175,Express,89,101,34,2025-08-05 14:08:00+00:00,2025-08-05 14:05:00+00:00,-3.0,55,52.40037994564373,Medium,165
UA,777,2025-08-14,ORD,LAS,2025-08-14T19:49:00Z,2025-08-14T21:52:00Z,2025-08-14T22:25:00Z,2025-08-15T00:01:00Z,166,B737-800,Mainline,44,49,51,2025-08-14 19:49:00+00:00,2025-08-14 22:25:00+00:00,156.0,-7,52.8120793257681,Medium,164
UA,695,2025-08-03,ORD,SJU,2025-08-03T18:03:00Z,2025-08-03T23:54:00Z,2025-08-03T18:15:00Z,2025-08-03T23:53:00Z,179,B737-MAX9,Mainline,93,115,56,2025-08-03 18:03:00+00:00,2025-08-03 18:15:00+00:00,12.0,37,50.701636553489706,Easy,238
UA,2092,2025-08-09,ORD,LGA,2025-08-09T08:00:00Z,2025-08-09T11:18:00Z,2025-08-09T07:53:00Z,2025-08-09T11:03:00Z,166,B737-MAX8,Mainline,123,103,57,2025-08-09 08:00:00+00:00,2025-08-09 07:53:00+00:00,-7.0,66,41.19580906721005,Easy,431
UA,2677,2025-08-12,ORD,IAD,2025-08-12T17:56:00Z,2025-08-12T20:55:00Z,2025-08-12T20:59:00Z,2025-08-13T00:33:00Z,176,B757-200,Mainline,246,397,122,2025-08-12 17:56:00+00:00,2025-08-12 20:59:00+00:00,183.0,124,41.04237396723721,Easy,339
G7,4425,2025-08-07,ORD,GRR,2025-08-07T14:00:00Z,2025-08-07T16:04:00Z,2025-08-07T13:56:00Z,2025-08-07T16:32:00Z,50,CRJ-550,Express,106,93,29,2025-08-07 14:00:00+00:00,2025-08-07 13:56:00+00:00,-4.0,77,46.78856235309193,Easy,369
G7,4431,2025-08-13,ORD,MSN,2025-08-13T15:40:00Z,2025-08-13T16:45:00Z,2025-08-13T15:38:00Z,2025-08-13T16:39:00Z,50,CRJ-550,Express,51,49,29,2025-08-13 15:40:00+00:00,2025-08-13 15:38:00+00:00,-2.0,22,53.791585603586626,Medium,114
UA,2672,2025-08-07,ORD,PNS,2025-08-07T10:39:00Z,2025-08-07T13:06:00Z,2025-08-07T10:36:00Z,2025-08-07T12:52:00Z,126,A319-100,Mainline,964,61,43,2025-08-07 10:39:00+00:00,2025-08-07 10:36:00+00:00,-3.0,921,23.172792171123582,Easy,505
OO,5260,2025-08-07,ORD,FSD,2025-08-07T08:54:00Z,2025-08-07T10:50:00Z,2025-08-07T11:33:00Z,2025-08-07T13:24:00Z,50,CRJ-550,Express,949,1061,29,2025-08-07 08:54:00+00:00,2025-08-07 11:33:00+00:00,159.0,920,29.75852337190254,Easy,472
UA,2071,2025-08-12,ORD,SAN,2025-08-12T07:11:00Z,2025-08-12T09:34:00Z,2025-08-12T07:05:00Z,2025-08-12T09:25:00Z,179,B737-MAX9,Mainline,73,118,62,2025-08-12 07:11:00+00:00,2025-08-12 07:05:00+00:00,-6.0,11,40.78085748591624,Easy,341
OO,5499,2025-08-10,ORD,SBN,2025-08-10T19:35:00Z,2025-08-10T21:35:00Z,2025-08-10T21:59:00Z,2025-08-10T23:44:00Z,50,CRJ-200,Express,68,32,29,2025-08-10 19:35:00+00:00,2025-08-10 21:59:00+00:00,144.0,39,45.44652484835834,Easy,408
UA,466,2025-08-11,ORD,DCA,2025-08-11T10:00:00Z,2025-08-11T12:58:00Z,2025-08-11T09:52:00Z,2025-08-11T13:02:00Z,126,A319-100,Mainline,117,128,43,2025-08-11 10:00:00+00:00,2025-08-11 09:52:00+00:00,-8.0,74,38.262222725517766,Easy,494
G7,4519,2025-08-07,ORD,SCE,2025-08-07T18:20:00Z,2025-08-07T21:24:00Z,2025-08-07T18:32:00Z,2025-08-07T21:45:00Z,50,CRJ-550,Express,75,65,29,2025-08-07 18:20:00+00:00,2025-08-07 18:32:00+00:00,12.0,46,52.41334844227878,Medium,153
UA,533,2025-08-15,ORD,OMA,2025-08-15T20:13:00Z,2025-08-15T21:52:00Z,2025-08-15T20:23:00Z,2025-08-15T22:38:00Z,150,A320-200,Mainline,78,70,46,2025-08-15 20:13:00+00:00,2025-08-15 20:23:00+00:00,10.0,32,50.65174759771153,Easy,256
OO,5309,2025-08-07,ORD,FWA,2025-08-07T20:05:00Z,2025-08-07T22:21:00Z,2025-08-07T20:16:00Z,2025-08-07T22:40:00Z,50,CRJ-200,Express,82,110,29,2025-08-07 20:05:00+00:00,2025-08-07 20:16:00+00:00,11.0,53,50.2397040532326,Easy,257
OO,4748,2025-08-14,ORD,ATW,2025-08-14T20:20:00Z,2025-08-14T21:35:00Z,2025-08-14T20:29:00Z,2025-08-14T21:28:00Z,50,CRJ-550,Express,3,28,29,2025-08-14 20:20:00+00:00,2025-08-14 20:29:00+00:00,9.0,-26,59.02370610185174,Difficult,24
G7,4530,2025-08-15,ORD,SGF,2025-08-15T15:50:00Z,2025-08-15T17:38:00Z,2025-08-15T15:42:00Z,2025-08-15T17:27:00Z,50,CRJ-550,Express,55,42,29,2025-08-15 15:50:00+00:00,2025-08-15 15:42:00+00:00,-8.0,26,53.78063208779549,Medium,133
UA,2629,2025-08-04,ORD,CLE,2025-08-04T10:47:00Z,2025-08-04T13:14:00Z,2025-08-04T10:45:00Z,2025-08-04T13:08:00Z,179,B737-900,Mainline,64,65,56,2025-08-04 10:47:00+00:00,2025-08-04 10:45:00+00:00,-2.0,8,49.10074305402542,Easy,275
UA,1304,2025-08-10,ORD,LAS,2025-08-10T11:29:00Z,2025-08-10T13:28:00Z,2025-08-10T11:32:00Z,2025-08-10T13:24:00Z,166,B737-800,Mainline,86,124,51,2025-08-10 11:29:00+00:00,2025-08-10 11:32:00+00:00,3.0,35,47.04411081791211,Easy,371
UA,1851,2025-08-04,ORD,ALB,2025-08-04T09:00:00Z,2025-08-04T12:11:00Z,2025-08-04T08:45:00Z,2025-08-04T11:56:00Z,126,A319-100,Mainline,88,71,43,2025-08-04 09:00:00+00:00,2025-08-04 08:45:00+00:00,-15.0,45,51.1683078706785,Medium,179
UA,2370,2025-08-04,ORD,BOS,2025-08-04T14:28:00Z,2025-08-04T18:06:00Z,2025-08-04T14:43:00Z,2025-08-04T18:16:00Z,179,B737-900,Mainline,73,81,56,2025-08-04 14:28:00+00:00,2025-08-04 14:43:00+00:00,15.0,17,46.94187907356536,Easy,370
OO,5383,2025-08-11,ORD,TVC,2025-08-11T13:55:00Z,2025-08-11T16:12:00Z,2025-08-11T13:55:00Z,2025-08-11T16:28:00Z,50,CRJ-550,Express,40,32,29,2025-08-11 13:55:00+00:00,2025-08-11 13:55:00+00:00,0.0,11,49.800271895670356,Easy,276
YX,3610,2025-08-11,ORD,YQB,2025-08-11T10:39:00Z,2025-08-11T14:16:00Z,2025-08-11T10:35:00Z,2025-08-11T14:05:00Z,76,ERJ-175,Express,69,70,42,2025-08-11 10:39:00+00:00,2025-08-11 10:35:00+00:00,-4.0,27,53.31779113175463,Medium,120
UA,2133,2025-08-06,ORD,EWR,2025-08-06T15:40:00Z,2025-08-06T19:14:00Z,2025-08-06T16:02:00Z,2025-08-06T19:07:00Z,176,B757-200,Mainline,110,159,122,2025-08-06 15:40:00+00:00,2025-08-06 16:02:00+00:00,22.0,-12,49.225742803886924,Easy,242
OO,5099,2025-08-12,ORD,CIU,2025-08-12T12:40:00Z,2025-08-12T15:09:00Z,2025-08-12T12:32:00Z,2025-08-12T14:52:00Z,50,CRJ-200,Express,46,50,29,2025-08-12 12:40:00+00:00,2025-08-12 12:32:00+00:00,-8.0,17,48.024192213817564,Easy,223
UA,1531,2025-08-11,ORD,DSM,2025-08-11T20:20:00Z,2025-08-11T21:47:00Z,2025-08-11T20:43:00Z,2025-08-11T22:14:00Z,126,A319-100,Mainline,64,52,43,2025-08-11 20:20:00+00:00,2025-08-11 20:43:00+00:00,23.0,21,59.617742797770866,Difficult,11
UA,2394,2025-08-11,ORD,DEN,2025-08-11T18:35:00Z,2025-08-11T20:36:00Z,2025-08-11T18:36:00Z,2025-08-11T20:50:00Z,234,B757-300,Mainline,93,70,66,2025-08-11 18:35:00+00:00,2025-08-11 18:36:00+00:00,1.0,27,50.57967834378285,Easy,240
OO,5251,2025-08-09,ORD,ASE,2025-08-09T19:35:00Z,2025-08-09T21:44:00Z,2025-08-09T19:34:00Z,2025-08-09T21:50:00Z,70,ERJ-175,Express,146,175,34,2025-08-09 19:35:00+00:00,2025-08-09 19:34:00+00:00,-1.0,112,42.434115251063396,Easy,424
UA,1941,2025-08-10,ORD,CVG,2025-08-10T14:26:00Z,2025-08-10T16:52:00Z,2025-08-10T15:21:00Z,2025-08-10T17:34:00Z,150,A320-200,Mainline,72,42,46,2025-08-10 14:26:00+00:00,2025-08-10 15:21:00+00:00,55.0,26,51.42097646865532,Medium,187
UA,2609,2025-08-05,ORD,SNA,2025-08-05T09:04:00Z,2025-08-05T11:38:00Z,2025-08-05T08:56:00Z,2025-08-05T11:38:00Z,126,B737-700,Mainline,89,91,43,2025-08-05 09:04:00+00:00,2025-08-05 08:56:00+00:00,-8.0,46,43.22480171415942,Easy,394
UA,291,2025-08-07,ORD,BDL,2025-08-07T18:15:00Z,2025-08-07T21:36:00Z,2025-08-07T18:19:00Z,2025-08-07T21:24:00Z,150,A320-200,Mainline,201,164,46,2025-08-07 18:15:00+00:00,2025-08-07 18:19:00+00:00,4.0,155,38.64151713650169,Easy,451
UA,1316,2025-08-10,ORD,SRQ,2025-08-10T11:14:00Z,2025-08-10T15:10:00Z,2025-08-10T11:17:00Z,2025-08-10T15:00:00Z,126,A319-100,Mainline,85,81,43,2025-08-10 11:14:00+00:00,2025-08-10 11:17:00+00:00,3.0,42,45.80786626871611,Easy,403
UA,291,2025-08-11,ORD,BDL,2025-08-11T18:15:00Z,2025-08-11T21:36:00Z,2025-08-11T18:18:00Z,2025-08-11T21:38:00Z,150,A320-200,Mainline,65,65,46,2025-08-11 18:15:00+00:00,2025-08-11 18:18:00+00:00,3.0,19,56.55259881646807,Difficult,33
G7,4568,2025-08-15,ORD,SCE,2025-08-15T10:35:00Z,2025-08-15T13:25:00Z,2025-08-15T10:26:00Z,2025-08-15T13:06:00Z,50,CRJ-550,Express,47,68,29,2025-08-15 10:35:00+00:00,2025-08-15 10:26:00+00:00,-9.0,18,51.61963431968817,Medium,202
UA,1129,2025-08-01,ORD,BOS,2025-08-01T19:49:00Z,2025-08-01T23:16:00Z,2025-08-01T19:52:00Z,2025-08-01T23:03:00Z,179,B737-MAX9,Mainline,67,103,56,2025-08-01 19:49:00+00:00,2025-08-01 19:52:00+00:00,3.0,11,46.76443316030052,Easy,419
OO,5505,2025-08-15,ORD,SBN,2025-08-15T15:40:00Z,2025-08-15T17:39:00Z,2025-08-15T15:39:00Z,2025-08-15T17:36:00Z,50,CRJ-200,Express,84,90,29,2025-08-15 15:40:00+00:00,2025-08-15 15:39:00+00:00,-1.0,55,50.046990743022526,Easy,279
OO,4792,2025-08-15,ORD,ROA,2025-08-15T17:57:00Z,2025-08-15T21:04:00Z,2025-08-15T18:06:00Z,2025-08-15T20:55:00Z,76,ERJ-175,Express,58,41,34,2025-08-15 17:57:00+00:00,2025-08-15 18:06:00+00:00,9.0,24,48.7500815924713,Easy,320
G7,4458,2025-08-07,ORD,LIT,2025-08-07T12:45:00Z,2025-08-07T14:38:00Z,2025-08-07T12:39:00Z,2025-08-07T14:24:00Z,50,CRJ-550,Express,63,86,29,2025-08-07 12:45:00+00:00,2025-08-07 12:39:00+00:00,-6.0,34,50.78424671779417,Easy,238
OO,5930,2025-08-08,ORD,FAR,2025-08-08T13:20:00Z,2025-08-08T15:29:00Z,2025-08-08T13:15:00Z,2025-08-08T15:32:00Z,50,CRJ-200,Express,75,33,29,2025-08-08 13:20:00+00:00,2025-08-08 13:15:00+00:00,-5.0,46,52.77629597556553,Medium,162
UA,2424,2025-08-12,ORD,RDU,2025-08-12T18:20:00Z,2025-08-12T21:27:00Z,2025-08-12T18:47:00Z,2025-08-12T21:53:00Z,179,B737-MAX9,Mainline,80,65,56,2025-08-12 18:20:00+00:00,2025-08-12 18:47:00+00:00,27.0,24,51.50939955388893,Medium,120
UA,118,2025-08-14,ORD,EDI,2025-08-14T18:40:00Z,2025-08-15T08:25:00Z,2025-08-14T21:05:00Z,2025-08-15T10:26:00Z,176,B757-200,Mainline,0,76,75,2025-08-14 18:40:00+00:00,2025-08-14 21:05:00+00:00,145.0,-75,58.699451266342194,Difficult,29
UA,1989,2025-08-07,ORD,BOS,2025-08-07T18:20:00Z,2025-08-07T21:59:00Z,2025-08-07T18:49:00Z,2025-08-07T22:19:00Z,179,B737-900,Mainline,70,82,56,2025-08-07 18:20:00+00:00,2025-08-07 18:49:00+00:00,29.0,14,49.758010488542816,Easy,272
OO,5225,2025-08-10,ORD,MKE,2025-08-10T16:00:00Z,2025-08-10T17:00:00Z,2025-08-10T15:56:00Z,2025-08-10T17:02:00Z,50,CRJ-200,Express,90,37,29,2025-08-10 16:00:00+00:00,2025-08-10 15:56:00+00:00,-4.0,61,50.34980879604887,Easy,247
YX,3668,2025-08-05,ORD,IND,2025-08-05T08:45:00Z,2025-08-05T11:04:00Z,2025-08-05T08:43:00Z,2025-08-05T10:48:00Z,76,ERJ-175,Express,136,150,34,2025-08-05 08:45:00+00:00,2025-08-05 08:43:00+00:00,-2.0,102,40.66690861549587,Easy,422
UA,1398,2025-08-01,ORD,ATL,2025-08-01T18:20:00Z,2025-08-01T21:29:00Z,2025-08-01T18:32:00Z,2025-08-01T21:30:00Z,166,B737-800,Mainline,70,51,51,2025-08-01 18:20:00+00:00,2025-08-01 18:32:00+00:00,12.0,19,55.49024116823037,Difficult,76
UA,2465,2025-08-12,ORD,ORF,2025-08-12T11:55:00Z,2025-08-12T15:14:00Z,2025-08-12T11:49:00Z,2025-08-12T15:06:00Z,179,B737-MAX9,Mainline,68,79,56,2025-08-12 11:55:00+00:00,2025-08-12 11:49:00+00:00,-6.0,12,54.90982522820197,Medium,53
YX,3523,2025-08-12,ORD,RIC,2025-08-12T14:55:00Z,2025-08-12T18:16:00Z,2025-08-12T18:23:00Z,2025-08-12T22:43:00Z,76,ERJ-175,Express,54,281,39,2025-08-12 14:55:00+00:00,2025-08-12 18:23:00+00:00,208.0,15,56.244073821994554,Difficult,29
UA,2099,2025-08-09,ORD,IAH,2025-08-09T09:46:00Z,2025-08-09T12:40:00Z,2025-08-09T09:40:00Z,2025-08-09T12:01:00Z,179,B737-MAX9,Mainline,125,138,56,2025-08-09 09:46:00+00:00,2025-08-09 09:40:00+00:00,-6.0,69,48.56955338189112,Easy,330
UA,2182,2025-08-10,ORD,PHL,2025-08-10T11:20:00Z,2025-08-10T14:29:00Z,2025-08-10T11:17:00Z,2025-08-10T14:17:00Z,150,A320-200,Mainline,96,114,46,2025-08-10 11:20:00+00:00,2025-08-10 11:17:00+00:00,-3.0,50,47.20787042223204,Easy,365
OO,5376,2025-08-02,ORD,LEX,2025-08-02T14:30:00Z,2025-08-02T17:01:00Z,2025-08-02T17:32:00Z,2025-08-02T19:46:00Z,76,ERJ-175,Express,-141,51,39,2025-08-02 14:30:00+00:00,2025-08-02 17:32:00+00:00,182.0,-180,63.74827910499226,Difficult,4
G7,4504,2025-08-08,ORD,CHA,2025-08-08T08:45:00Z,2025-08-08T11:35:00Z,2025-08-08T08:39:00Z,2025-08-08T11:21:00Z,50,CRJ-550,Express,53,38,29,2025-08-08 08:45:00+00:00,2025-08-08 08:39:00+00:00,-6.0,24,46.320207832402495,Easy,409
OO,5135,2025-08-06,ORD,MCW,2025-08-06T16:50:00Z,2025-08-06T18:20:00Z,2025-08-06T16:42:00Z,2025-08-06T18:06:00Z,50,CRJ-200,Express,43,54,29,2025-08-06 16:50:00+00:00,2025-08-06 16:42:00+00:00,-8.0,14,47.515838396752905,Easy,311
OO,4789,2025-08-15,ORD,FAR,2025-08-15T20:00:00Z,2025-08-15T22:12:00Z,2025-08-15T20:01:00Z,2025-08-15T22:07:00Z,70,ERJ-175,Express,71,53,34,2025-08-15 20:00:00+00:00,2025-08-15 20:01:00+00:00,1.0,37,53.985758420193186,Medium,125
OO,5868,2025-08-12,ORD,YWG,2025-08-12T19:58:00Z,2025-08-12T22:33:00Z,2025-08-12T20:09:00Z,2025-08-12T22:47:00Z,76,ERJ-175,Express,187,45,42,2025-08-12 19:58:00+00:00,2025-08-12 20:09:00+00:00,11.0,145,38.96711439315179,Easy,353
UA,980,2025-08-07,ORD,DUB,2025-08-07T20:15:00Z,2025-08-08T09:45:00Z,2025-08-07T20:36:00Z,2025-08-08T10:24:00Z,318,B787-10,Mainline,320,228,155,2025-08-07 20:15:00+00:00,2025-08-07 20:36:00+00:00,21.0,165,37.05349705404309,Easy,458
UA,2104,2025-08-03,ORD,BOS,2025-08-03T06:00:00Z,2025-08-03T09:26:00Z,2025-08-03T05:59:00Z,2025-08-03T09:17:00Z,179,B737-MAX9,Mainline,605,610,56,2025-08-03 06:00:00+00:00,2025-08-03 05:59:00+00:00,-1.0,549,17.266509473600557,Easy,545
OO,5948,2025-08-01,ORD,BNA,2025-08-01T15:45:00Z,2025-08-01T17:32:00Z,2025-08-01T15:51:00Z,2025-08-01T17:36:00Z,76,ERJ-175,Express,53,51,34,2025-08-01 15:45:00+00:00,2025-08-01 15:51:00+00:00,6.0,19,54.012929645945285,Medium,131
OO,5795,2025-08-07,ORD,TUL,2025-08-07T09:00:00Z,2025-08-07T11:12:00Z,2025-08-07T08:53:00Z,2025-08-07T10:59:00Z,76,ERJ-175,Express,63,55,34,2025-08-07 09:00:00+00:00,2025-08-07 08:53:00+00:00,-7.0,29,47.86513371275014,Easy,343
UA,1421,2025-08-10,ORD,FLL,2025-08-10T07:00:00Z,2025-08-10T11:13:00Z,2025-08-10T06:56:00Z,2025-08-10T10:49:00Z,200,A321-2NX,Mainline,481,500,62,2025-08-10 07:00:00+00:00,2025-08-10 06:56:00+00:00,-4.0,419,17.794869169546537,Easy,541
OO,5977,2025-08-11,ORD,ICT,2025-08-11T12:45:00Z,2025-08-11T14:48:00Z,2025-08-11T12:37:00Z,2025-08-11T14:27:00Z,76,ERJ-175,Express,47,46,34,2025-08-11 12:45:00+00:00,2025-08-11 12:37:00+00:00,-8.0,13,50.75222428172304,Easy,230
UA,1832,2025-08-04,ORD,CMH,2025-08-04T07:10:00Z,2025-08-04T09:37:00Z,2025-08-04T07:10:00Z,2025-08-04T09:38:00Z,126,B737-700,Mainline,659,653,43,2025-08-04 07:10:00+00:00,2025-08-04 07:10:00+00:00,0.0,616,24.28256246830191,Easy,509
UA,2364,2025-08-11,ORD,CMH,2025-08-11T10:38:00Z,2025-08-11T13:07:00Z,2025-08-11T10:33:00Z,2025-08-11T12:52:00Z,166,B737-800,Mainline,59,84,51,2025-08-11 10:38:00+00:00,2025-08-11 10:33:00+00:00,-5.0,8,53.27667102581599,Medium,121
UA,1068,2025-08-05,ORD,IAD,2025-08-05T08:52:00Z,2025-08-05T11:55:00Z,2025-08-05T08:41:00Z,2025-08-05T11:48:00Z,176,B757-200,Mainline,852,849,56,2025-08-05 08:52:00+00:00,2025-08-05 08:41:00+00:00,-11.0,796,23.91253682947446,Easy,489
UA,1448,2025-08-09,ORD,BUF,2025-08-09T14:10:00Z,2025-08-09T16:55:00Z,2025-08-09T14:15:00Z,2025-08-09T16:52:00Z,126,B737-700,Mainline,73,73,43,2025-08-09 14:10:00+00:00,2025-08-09 14:15:00+00:00,5.0,30,52.596729278648965,Medium,194
UA,1974,2025-08-01,ORD,PWM,2025-08-01T18:30:00Z,2025-08-01T22:01:00Z,2025-08-01T18:35:00Z,2025-08-01T21:43:00Z,126,A319-100,Mainline,103,108,43,2025-08-01 18:30:00+00:00,2025-08-01 18:35:00+00:00,5.0,60,47.578577315626056,Easy,399
UA,2225,2025-08-03,ORD,PHX,2025-08-03T09:15:00Z,2025-08-03T11:09:00Z,2025-08-03T09:13:00Z,2025-08-03T11:03:00Z,166,B737-800,Mainline,76,93,51,2025-08-03 09:15:00+00:00,2025-08-03 09:13:00+00:00,-2.0,25,48.264151207526986,Easy,343
OO,5603,2025-08-07,ORD,FNT,2025-08-07T20:08:00Z,2025-08-07T22:30:00Z,2025-08-07T20:51:00Z,2025-08-07T23:05:00Z,50,CRJ-200,Express,93,51,29,2025-08-07 20:08:00+00:00,2025-08-07 20:51:00+00:00,43.0,64,51.41978835847074,Medium,205
OO,5859,2025-08-08,ORD,BZN,2025-08-08T07:15:00Z,2025-08-08T09:53:00Z,2025-08-08T07:16:00Z,2025-08-08T10:11:00Z,76,ERJ-175,Express,666,642,34,2025-08-08 07:15:00+00:00,2025-08-08 07:16:00+00:00,1.0,632,18.965433285920398,Easy,540
UA,1361,2025-08-04,ORD,STL,2025-08-04T21:20:00Z,2025-08-04T22:45:00Z,2025-08-04T21:35:00Z,2025-08-04T22:51:00Z,126,A319-100,Mainline,60,57,43,2025-08-04 21:20:00+00:00,2025-08-04 21:35:00+00:00,15.0,17,55.04206226191327,Medium,57
OO,4809,2025-08-08,ORD,ICT,2025-08-08T09:03:00Z,2025-08-08T11:21:00Z,2025-08-08T08:55:00Z,2025-08-08T10:51:00Z,76,ERJ-175,Express,72,72,34,2025-08-08 09:03:00+00:00,2025-08-08 08:55:00+00:00,-8.0,38,54.653299775138876,Medium,83
OO,5505,2025-08-01,ORD,SBN,2025-08-01T15:40:00Z,2025-08-01T17:39:00Z,2025-08-01T16:03:00Z,2025-08-01T17:48:00Z,50,CRJ-200,Express,840,794,29,2025-08-01 15:40:00+00:00,2025-08-01 16:03:00+00:00,23.0,811,21.384839622304536,Easy,533
OO,5108,2025-08-15,ORD,SLN,2025-08-15T16:45:00Z,2025-08-15T18:50:00Z,2025-08-15T16:36:00Z,2025-08-15T18:19:00Z,50,CRJ-200,Express,85,66,29,2025-08-15 16:45:00+00:00,2025-08-15 16:36:00+00:00,-9.0,56,49.0363354769038,Easy,311
UA,1182,2025-08-05,ORD,SJC,2025-08-05T19:55:00Z,2025-08-05T22:35:00Z,2025-08-05T19:50:00Z,2025-08-05T22:15:00Z,150,A320-200,Mainline,75,66,46,2025-08-05 19:55:00+00:00,2025-08-05 19:50:00+00:00,-5.0,29,52.04730313919901,Medium,182
OO,5045,2025-08-01,ORD,RHI,2025-08-01T16:35:00Z,2025-08-01T17:57:00Z,2025-08-01T16:45:00Z,2025-08-01T18:06:00Z,50,CRJ-200,Express,305,30,29,2025-08-01 16:35:00+00:00,2025-08-01 16:45:00+00:00,10.0,276,30.285772523821418,Easy,494
OO,5131,2025-08-04,ORD,CMX,2025-08-04T16:15:00Z,2025-08-04T18:52:00Z,2025-08-04T16:07:00Z,2025-08-04T18:50:00Z,50,CRJ-200,Express,40,37,29,2025-08-04 16:15:00+00:00,2025-08-04 16:07:00+00:00,-8.0,11,55.28782700249282,Difficult,52
OO,5712,2025-08-12,ORD,GSP,2025-08-12T13:55:00Z,2025-08-12T16:54:00Z,2025-08-12T14:00:00Z,2025-08-12T17:51:00Z,76,ERJ-175,Express,42,30,34,2025-08-12 13:55:00+00:00,2025-08-12 14:00:00+00:00,5.0,8,48.123114408047336,Easy,216
G7,4552,2025-08-02,ORD,DAY,2025-08-02T21:30:00Z,2025-08-02T23:58:00Z,2025-08-02T21:26:00Z,2025-08-02T23:33:00Z,50,CRJ-550,Express,65,95,29,2025-08-02 21:30:00+00:00,2025-08-02 21:26:00+00:00,-4.0,36,58.07489875787286,Difficult,41
OO,5352,2025-08-09,ORD,CAK,2025-08-09T18:05:00Z,2025-08-09T20:49:00Z,2025-08-09T18:10:00Z,2025-08-09T20:44:00Z,50,CRJ-200,Express,59,41,29,2025-08-09 18:05:00+00:00,2025-08-09 18:10:00+00:00,5.0,30,54.619060191884074,Medium,132
YX,3536,2025-08-02,ORD,YUL,2025-08-02T07:15:00Z,2025-08-02T10:40:00Z,2025-08-02T07:26:00Z,2025-08-02T10:40:00Z,76,ERJ-175,Express,45,48,42,2025-08-02 07:15:00+00:00,2025-08-02 07:26:00+00:00,11.0,3,51.60939043261532,Medium,268
YX,3696,2025-08-05,ORD,CVG,2025-08-05T12:55:00Z,2025-08-05T15:21:00Z,2025-08-05T12:45:00Z,2025-08-05T14:58:00Z,70,ERJ-170,Express,50,69,34,2025-08-05 12:55:00+00:00,2025-08-05 12:45:00+00:00,-10.0,16,47.24777217399854,Easy,338
G7,4468,2025-08-10,ORD,LEX,2025-08-10T21:20:00Z,2025-08-10T23:50:00Z,2025-08-10T22:32:00Z,2025-08-11T00:44:00Z,50,CRJ-550,Express,55,29,29,2025-08-10 21:20:00+00:00,2025-08-10 22:32:00+00:00,72.0,26,57.037844336567225,Difficult,38
OO,5984,2025-08-02,ORD,BIL,2025-08-02T09:20:00Z,2025-08-02T11:36:00Z,2025-08-02T09:15:00Z,2025-08-02T11:29:00Z,76,ERJ-175,Express,775,735,34,2025-08-02 09:20:00+00:00,2025-08-02 09:15:00+00:00,-5.0,741,30.419670350968886,Easy,462
UA,1531,2025-08-05,ORD,DSM,2025-08-05T20:20:00Z,2025-08-05T21:47:00Z,2025-08-05T20:32:00Z,2025-08-05T21:55:00Z,150,A320-200,Mainline,99,84,46,2025-08-05 20:20:00+00:00,2025-08-05 20:32:00+00:00,12.0,53,51.329169684478416,Medium,207
YX,3654,2025-08-07,ORD,STL,2025-08-07T13:11:00Z,2025-08-07T14:37:00Z,2025-08-07T13:09:00Z,2025-08-07T14:22:00Z,76,ERJ-175,Express,66,92,34,2025-08-07 13:11:00+00:00,2025-08-07 13:09:00+00:00,-2.0,32,52.15694741523126,Medium,167
OO,5444,2025-08-04,ORD,LIT,2025-08-04T08:45:00Z,2025-08-04T10:46:00Z,2025-08-04T08:37:00Z,2025-08-04T10:25:00Z,50,CRJ-550,Express,77,73,29,2025-08-04 08:45:00+00:00,2025-08-04 08:37:00+00:00,-8.0,48,46.1150619297937,Easy,400
OO,4789,2025-08-13,ORD,FAR,2025-08-13T20:00:00Z,2025-08-13T22:12:00Z,2025-08-13T19:59:00Z,2025-08-13T22:03:00Z,76,ERJ-175,Express,70,45,34,2025-08-13 20:00:00+00:00,2025-08-13 19:59:00+00:00,-1.0,36,52.79117362849891,Medium,145
OO,5631,2025-08-09,ORD,DAY,2025-08-09T18:25:00Z,2025-08-09T20:57:00Z,2025-08-09T18:20:00Z,2025-08-09T20:30:00Z,50,CRJ-550,Express,95,95,29,2025-08-09 18:25:00+00:00,2025-08-09 18:20:00+00:00,-5.0,66,51.54431482246176,Medium,229
YX,3610,2025-08-13,ORD,YQB,2025-08-13T10:39:00Z,2025-08-13T14:16:00Z,2025-08-13T10:31:00Z,2025-08-13T14:04:00Z,76,ERJ-175,Express,82,80,42,2025-08-13 10:39:00+00:00,2025-08-13 10:31:00+00:00,-8.0,40,50.7877835150459,Easy,221
